216,39,454,12
216,56,455,0
216,49,450,0
216,49,440,2
216,53,431,4
216,42,424,2
216,-5,424,0
216,30,422,14
216,-16,428,12
216,47,415,10
216,27,401,8
216,-19,415,6
216,-2,434,4
216,51,405,2
216,38,403,4
216,-9,415,6
216,37,412,4
216,26,412,6
216,24,395,8
216,12,396,10
216,12,411,12
216,17,417,14
216,22,425,0
216,24,435,14
216,-1,453,0
216,-14,454,2
216,-28,459,4
216,-68,468,6
216,-63,465,8
216,-48,465,10
216,-52,456,12
216,-38,459,14
216,-40,444,0
216,-6,443,2
216,-32,437,4
216,-37,430,6
216,-29,417,8
216,-24,426,10
216,-16,439,12
216,-27,403,14
216,-15,404,0
216,-24,396,2
216,3,395,4
216,-28,448,6
216,-19,380,6
216,-36,381,8
216,-12,383,10
216,-26,368,12
216,-53,373,14
216,-49,376,14
217,-25,344,2
217,-12,333,12
217,-7,318,4
217,-19,318,4
217,-31,331,2
217,-44,319,6
217,-59,347,0
217,-42,330,10
217,-81,362,2
217,-85,347,4
217,-70,327,2
217,-57,311,12
217,-85,327,4
217,-38,300,8
217,-15,300,8
217,-39,289,8
217,-71,344,2
217,-5,325,8
217,-4,311,10
217,-12,312,12
217,-24,306,14
217,-22,292,0
217,-30,295,2
217,-19,331,4
217,-49,289,6
217,-54,287,8
217,-69,295,10
217,-65,288,12
217,-77,298,14
217,-67,305,0
217,-86,305,2
217,-70,317,4
217,-89,316,6
217,-99,313,8
217,-97,322,10
217,-96,332,12
217,-83,337,14
217,-69,356,0
217,-52,357,2
217,-66,366,4
217,-73,367,6
217,-93,355,8
217,-34,315,10
217,-45,308,10
218,-128,375,12
218,-144,382,0
218,-139,365,2
218,-170,367,4
218,-185,379,6
218,-186,394,8
218,-151,376,10
218,-119,426,12
218,-123,391,14
218,-168,410,0
218,-194,407,2
218,-198,393,4
218,-141,390,6
218,-150,395,8
218,-177,413,10
218,-146,410,12
218,-119,403,14
218,-128,410,0
218,-111,420,2
218,-112,435,4
218,-172,399,6
218,-210,403,8
218,-120,415,10
218,-110,449,12
218,-170,421,14
218,-201,425,0
218,-147,432,2
218,-218,423,4
218,-158,413,6
218,-202,442,8
218,-209,444,10
218,-127,468,12
218,-157,443,14
218,-134,458,0
218,-179,456,2
218,-192,469,4
218,-167,445,6
218,-183,463,8
218,-144,442,10
218,-188,482,12
218,-182,425,14
218,-205,414,0
218,-196,386,2
218,-161,384,4
218,-99,426,6
218,-210,483,8
218,-221,436,10
219,290,384,2
219,296,396,4
219,330,415,6
219,327,395,8
219,347,410,14
219,361,397,0
219,338,424,4
219,307,426,6
219,304,419,8
219,305,406,0
219,319,406,2
219,312,392,14
219,358,391,2
219,357,424,6
219,338,438,8
219,294,429,10
219,318,430,12
219,341,380,14
219,351,384,0
219,313,382,2
219,302,388,4
219,353,397,8
219,363,407,10
219,299,439,0
219,315,448,2
219,318,439,4
219,308,437,4
219,329,471,6
219,292,447,0
219,281,445,2
219,328,439,4
219,305,452,6
219,298,482,8
219,315,473,10
219,306,477,12
219,292,483,10
219,324,473,8
219,332,476,6
219,331,429,8
219,312,417,10
219,321,421,12
219,329,450,14
219,285,453,0
219,271,463,4
219,269,454,6
219,335,405,4
220,317,370,2
220,301,363,4
220,291,362,6
220,293,354,8
220,295,341,10
220,307,335,12
220,292,320,14
220,284,317,0
220,287,300,2
220,292,286,4
220,276,279,6
220,291,278,8
220,316,285,10
220,317,275,12
220,328,296,14
220,317,303,0
220,341,304,2
220,342,314,4
220,340,296,6
220,342,324,8
220,332,317,10
220,349,333,12
220,354,344,14
220,361,352,0
220,343,344,2
220,307,348,4
220,314,335,6
220,302,325,8
220,296,309,10
220,297,299,12
220,303,291,14
220,279,310,0
220,315,293,2
220,326,285,4
220,335,332,6
220,343,359,8
220,352,354,10
220,320,359,12
220,309,358,14
220,282,288,0
220,282,271,2
220,320,348,4
220,304,316,6
220,329,307,8
220,302,278,10
220,287,327,12
221,404,371,4
221,415,372,2
221,421,365,0
221,431,369,14
221,482,368,12
221,474,373,10
221,442,368,8
221,430,358,6
221,440,359,4
221,404,360,2
221,411,359,0
221,419,355,14
221,474,360,12
221,444,349,10
221,424,347,8
221,412,350,6
221,403,350,4
221,471,351,2
221,462,371,14
221,460,360,10
221,460,349,8
221,478,343,6
221,470,340,2
221,445,339,0
221,411,340,10
221,478,334,10
221,426,335,4
221,437,332,2
221,465,332,0
221,434,345,0
221,416,332,8
221,407,331,6
222,138,469,4
222,132,482,8
222,151,451,10
222,143,458,12
222,137,444,14
222,148,476,0
222,142,489,2
222,150,466,2
222,118,456,0
222,127,467,14
222,131,454,8
222,164,488,8
222,180,494,10
222,197,488,12
222,195,478,14
222,180,480,0
222,167,476,2
222,172,463,9
222,190,465,11
222,206,468,13
222,213,454,15
222,199,450,1
222,184,453,3
222,170,449,5
222,177,438,7
222,191,439,9
222,205,436,11
222,218,443,13
222,205,427,15
222,194,424,1
222,183,416,3
222,178,425,5
222,218,429,7
222,230,434,9
222,214,406,11
222,221,418,13
222,194,410,15
222,114,443,15
222,127,441,1
222,148,436,3
222,154,424,5
222,135,430,7
222,126,419,9
222,117,430,13
222,112,414,15
222,101,438,1
222,106,423,3
222,95,429,5
222,142,420,7
222,130,410,9
222,148,411,9
222,232,409,11
222,203,416,13
222,234,420,15
222,91,418,5
223,181,400,14
223,197,388,0
223,217,393,0
223,180,382,2
223,166,385,4
223,140,397,6
223,119,400,8
223,109,397,10
223,95,402,12
223,117,386,14
223,94,379,0
223,121,370,2
223,167,371,4
223,132,383,6
223,173,349,8
223,155,363,10
223,136,352,12
223,103,372,14
223,89,363,0
223,96,352,2
223,112,358,4
223,137,339,6
223,122,343,8
223,79,352,8
223,88,341,10
223,114,327,12
223,132,323,14
223,115,311,0
223,81,317,2
223,61,337,4
223,59,314,6
223,71,301,8
223,111,298,10
223,128,306,12
223,82,303,14
223,61,287,0
223,115,275,2
223,132,289,4
223,81,284,6
223,153,317,6
223,149,307,8
223,153,290,10
223,160,278,12
223,150,269,14
223,166,299,0
223,169,315,2
223,166,331,4
223,189,346,6
223,198,325,8
223,185,310,10
223,181,326,12
223,177,296,14
223,176,282,0
223,196,282,2
223,195,300,4
223,217,314,6
223,208,342,8
223,230,343,10
223,202,359,12
223,222,356,14
223,218,331,0
223,230,319,2
223,232,301,4
223,207,307,6
223,209,289,8
223,225,286,10
224,406,325,6
224,395,322,8
224,391,313,10
224,384,302,12
224,395,299,0
224,390,289,2
224,402,288,4
224,440,312,6
224,417,291,8
224,428,297,10
224,434,289,12
224,444,285,14
224,450,294,0
224,462,294,2
224,454,327,4
224,475,299,6
224,458,303,8
224,470,308,10
224,483,312,12
224,474,323,14
224,463,315,0
224,458,339,4
224,451,315,6
224,443,302,10
224,417,304,12
224,408,296,14
224,403,309,0
224,413,315,4
224,419,322,6
224,428,310,8
224,434,324,12
5338,100,518,8
5369,151,525,8
5478,-70,507,8
5479,-61,507,8
5480,407,452,0
5481,401,449,0
5482,112,222,10
6042,127,517,0
