ID,Name,Desc
53,"Løc Dß½ng Th¥n Höa Luân",
54,"My Ðà Ph§t Châu",
55,"Thiên Ngô Ph§t Châu",
56,"Mßu Ni Ph§t Châu",
57,"Già Lam Ph§t Châu",
58,"Huy«n Tçn Ph§t Châu",
59,"Âm Lôi Ph§t Châu",
60,"Tuyªt H°n Ph§t Châu",
61,"Can Thiên Höa Linh Châu",
62,"CØu Thiên Hàn Phách Châu",
63,"Thiên Hoàng Chính Khí Châu",
64,"Hàn Bång Tiên Thuçn",
65,"Trß¶ng My Châm",
66,"Bát Tr§n Ð° ",
67,"VÕn Niên Ôn Bäo",
68,"Bäo Tß¾ng Luân",
69,"Tâm Ðång",
70,"Xá Lþi",
71,"Kim Cß½ng Kinh",
72,"B¯i Di®p Linh Phù ",
73,"Luy®n Ma Th¥n Châm",
74,"TØ Vân Chß¾ng",
75,"TØ Kim Thoa",
76,"Thanh Linh ÐÕo Bào",
77,"Li®t Di­m ÐÕo Bào",
78,"Lam Ng÷c ÐÕo Bào",
79,"Hàn Bång Chiªn Y",
80,"Höa Long Chiªn Y",
81,"Th¤t Tinh Chiªn Y",
82,"TÑ Tßþng Thánh Giáp",
83,"Chân Vû Thánh Giáp",
84,"Tam Thanh Thánh Giáp",
85,"Thanh Linh Hµ Thü ",
86,"Li®t Di­m Hµ Thü ",
87,"Lam Ng÷c Hµ Thü ",
88,"Hàn Bång Hµ Thü ",
89,"Höa Long Hµ Thü",
90,"Th¤t Tinh Hµ Thü ",
91,"TÑ Tßþng Hµ Thü",
92,"Chân Vû Hµ Thü ",
93,"Tam Thanh Hµ Thü ",
94,"Thanh Linh Chi Ngoa",
95,"Li®t Di­m Chi Ngoa",
96,"Lam Ng÷c Chi Ngoa",
97,"Hàn Bång Chiªn Ngoa",
98,"Höa Long Chiªn Ngoa",
99,"Th¤t Tinh Chiªn Ngoa",
100,"TÑ Tßþng Thánh Ngoa",
101,"Chân Vû Thánh Ngoa",
102,"Tam Thanh Chiªn Ngoa",
103,"Khôi B¯ Tång Y",
104,"Gi¾i Lu§t Tång Y",
105,"Thiên C± Tång Y",
106,"Quäng Møc Chiªn Giáp",
107,"Lôi Âm Chiªn Giáp",
108,"Kim Cß½ng Chiªn Giáp",
109,"Chß Thiên Ð°ng Giáp",
110,"La Hán Ð°ng Giáp",
111,"Ngû Phß½ng Ð°ng Giáp",
112,"Khôi B¯ Hµ Thü ",
113,"Gi¾i Lu§t Hµ Thü ",
114,"Thiên C± Hµ Thü ",
115,"Quäng Møc Hµ Thü ",
116,"Lôi Âm Hµ Thü ",
117,"Kim Cß½ng Hµ Thü ",
118,"Chß Thiên Hµ Thü ",
119,"La Hán Hµ Thü ",
120,"Ngû Phß½ng Hµ Thü ",
121,"Khôi B¯ Tång Hài",
122,"Gi¾i Lu§t Tång Hài",
123,"Thiên C± Tång Hài",
124,"Quäng Møc Chiªn Ngoa",
125,"Lôi Âm Chiªn Ngoa",
126,"Kim Cß½ng Chiªn Ngoa",
127,"Chß Thiên Bäo Ngoa",
128,"La Hán Bäo Ngoa",
129,"Ngû Phß½ng Bäo Ngoa",
130,"Tß¶ng Vi Tr×u Sam",
131,"TØ Kinh Tr×u Sam",
132,"Anh Thäo Tr×u Sam",
133,"Hu® Lan Vû Thß¶ng",
134,"Bách Hþp Vû Thß¶ng",
135,"Tuyªt Li­u Vû Thß¶ng",
136,"Thøy Hß½ng Th¥n Giám",
137,"Thiên Tinh Th¥n Giám",
138,"Nguy®t Liên Th¥n Giám",
139,"Tß¶ng Vi Hµ Thü ",
140,"TØ Kinh Hµ Thü ",
141,"Anh Thäo Hµ Thü ",
142,"Hu® Lan Hµ Thü ",
143,"Bách Hþp Hµ Thü ",
144,"Tuyªt Li­u Hµ Thü ",
145,"Thøy Hß½ng Hµ Thü ",
146,"Thiên Tinh Hµ Thü ",
147,"Nguy®t Liên Hµ Thü ",
148,"Tß¶ng Vi Nhuy­n Hài",
149,"TØ Kinh Nhuy­n Hài",
150,"Anh Thäo Nhuy­n Hài",
151,"Hu® Lan Nhuy­n Ngoa",
152,"Bách Hþp Nhuy­n Ngoa",
153,"Tuyªt Li­u Nhuy­n Ngoa",
154,"Thøy Hß½ng Nhuy­n Ngoa",
155,"Thiên Tinh Nhuy­n Ngoa",
156,"Nguy®t Liên Nhuy­n Ngoa",
157,"Thüy Mçu 1",
158,"Thüy Mçu 2",
159,"Phá Thüy 1",
160,"Phá Thüy 2",
161,"Tân Nguy®t 1",
162,"Tân Nguy®t 2",
163,"Phøc Ma 1",
164,"Phøc Ma 2",
165,"Ca Di®p Kim Quang Luân 1",
166,"Ca Di®p Kim Quang Luân 2",
167,"Huy«n Tçn Châu 1",
168,"Huy«n Tçn Châu 2",
169,"Hàn Bång Chiªn Y",
170,"Hàn Bång Chiªn Y",
171,"Hàn Bång Hµ Thü ",
172,"Hàn Bång Hµ Thü ",
173,"Hàn Bång Chiªn Ngoa",
174,"Hàn Bång Chiªn Ngoa",
175,"Quäng Møc Chiªn Giáp",
176,"Quäng Møc Chiªn Giáp",
177,"Quäng Møc Hµ Thü ",
178,"Quäng Møc Hµ Thü ",
179,"Quäng Møc Chiªn Ngoa",
180,"Quäng Møc Chiªn Ngoa",
181,"Hu® Lan Vû Thß¶ng",
182,"Hu® Lan Vû Thß¶ng",
183,"Hu® Lan Hµ Thü ",
184,"Hu® Lan Hµ Thü ",
185,"Hu® Lan Nhuy­n Ngoa",
186,"Hu® Lan Nhuy­n Ngoa",
200,"Trà Ô Long (c¤p 1)","SØ døng: m²i giây h°i phøc khí huyªt 6 ði¬m, duy trì trong 15 giây, s¨ m¤t tác døng khi b¸ t¤n công và di chuy¬n "
201,"Gia Huyªt Dßþc Thüy","Chï s¯ sinh m®nh l§p tÑc tång 300 ði¬m"
202,"Ti¬u Hoàn Ðan (c¤p 1)","SØ døng: m²i giây h°i phøc pháp lñc 6 ði¬m, duy trì ðßþc 15 giây, s¨ m¤t hi®u lñc khi b¸ t¤n công hay di chuy¬n"
203,"Gia Pháp Dßþc Thüy","Chï s¯ pháp lñc l§p tÑc tång lên 300 ði¬m"
204,"Song Ð¥u Xà Huyªt Thanh",
205,"Ð¥u Lâu Cñ Xà ",
206,"Thß tín",
207,"Phích Tà Hµ Phù ",
208,"Hùng Hoàng Li®t TØu",
209,"Mänh vÞ phù chú ",
210,"KhÑ Chú Phù ",
211,"Xà Quái Th¬ D¸ch",
212,"Mao Thái Tín V§t",
213,"Mänh gi¤y nhàu nát",
214,"Ngû Ðóa Mai Hoa Xuyên Vân Nö ",
215,"Ðan dßþc",
216,"Nhi­m Tà Phi Kiªm",
217,"Th¯ Nhî ",
218,"Lang Nha",
219,"Xà Ðäm",
220,"Xà Vî ",
221,"V§t ph¦m th¤t lÕc",
222,"ChÑng cÑ ác tà ",
223,"Thë bài cüa Trí Thông",
224,"Ðµc Cô",
225,"Dßþc li®u",
226,"M§t thß 1",
227,"M§t thß 2",
228,"M§t thß 3",
229,"M§t thß 4",
230,"Tín v§t cüa Løc Bào Lão T± ",
231,"Ngô Công",
232,"Bµ Th¯ Khí ",
233,"Ma Cô ",
234,"Th¯ Nhøc",
235,"Miêu dßþc ","Là dßþc li®u dùng ð¬ mê ho£c Trß Di®n Miêu"
236,"Bän Công ThÑc Dßþc Thüy  ","Lý Ninh phái ngß½i dâng t£ng cho Thiên Hóa Thôn bän công thÑc chª tÕo dßþc thüy th¥n kÏ "
237,"Mänh VÞ Ph§t Châu",
238,"Thanh Trúc Bän Chï ",
239,"Ð°ng Mµc Bän Chï ",
240,"Hoàng Ð°ng Bän Chï ",
241,"Huy«n Thiªt Bän Chï ",
242,"Ngân Quang Bän Chï ",
243,"Kim Mang Bän Chï ",
244,"Hàn Bång Bän Chï ",
245,"Li®t Höa Bän Chï ",
246,"Thiên Vân Bän Chï ",
247,"VÕn Nh§n Bän Chï ",
248,"Khinh Hß½ng Hµ Phù ",
249,"Vû Ði®p Hµ Phù ",
250,"BÕc Vø Hµ Phù ",
251,"Li­u Nhß Hµ Phù ",
252,"H® Mµng Hµ Phù ",
253,"Nhi­u H°n Hµ Phù ",
254,"Ngâm Phong Hµ Phù",
255,"Quy¬n Vân Hµ Phù ",
256,"Âm Linh Hµ Phù ",
257,"Quang Di®u Hµ Phù ",
258,"Thanh Linh Hµ Oän",
259,"Li®t Di­m Hµ Oän",
260,"Lam Ng÷c Hµ Oän",
261,"Hàn bång Hµ Oän",
262,"Höa Long Hµ Oän",
263,"Th¤t Tinh Hµ Oän",
264,"TÑ Tßþng Hµ Oän",
265,"Chân Vû Hµ Oän",
266,"Tam Thanh Hµ Oän",
267,"Khôi B¯ Hµ Oän",
268,"Gi¾i Lu§t Hµ Oän",
269,"Thiên C± Hµ Oän",
270,"Quäng Møc Hµ Oän",
271,"Lôi Âm Hµ Oän",
272,"Kim Cß½ng Hµ Oän",
273,"Chß Thiên Hµ Oän",
274,"La Hán Hµ Oän",
275,"Ngû Phß½ng Hµ Oän",
276,"Tß¶ng Vi Hµ Oän",
277,"TØ Kinh Hµ Oän",
278,"Anh Thäo Hµ Oän",
279,"Hu® Lan Hµ Oän",
280,"Bách Hþp Hµ Oän",
281,"Tuyªt Li­u Hµ Oän",
282,"Thøy Hß½ng Hµ Oän",
283,"Thiên Hß½ng Hµ Oän",
284,"Nguy®t Liên Hµ Oän",
285,"Thanh Linh Hµ T¤t",
286,"Li®t Di­m Hµ T¤t",
287,"Lam Ng÷c Hµ T¤t",
288,"Hàn Bång Hµ T¤t",
289,"Höa Long Hµ T¤t",
290,"Th¤t Tinh Hµ T¤t",
291,"TÑ Tßþng Hµ T¤t",
292,"Chân Vû Hµ T¤t",
293,"Tam Thanh Hµ T¤t",
294,"Khôi B¯ Hµ T¤t",
295,"Gi¾i Lu§t Hµ T¤t",
296,"Thiên C± Hµ T¤t",
297,"Quäng Møc Hµ T¤t",
298,"Lôi Âm Hµ T¤t",
299,"Kim Cß½ng Hµ T¤t",
300,"Chß Thiên Hµ T¤t",
301,"La Hán Hµ T¤t",
302,"Ngû Phß½ng Hµ T¤t",
303,"Tß¶ng Vi Hµ T¤t",
304,"TØ Kinh Hµ T¤t",
305,"Anh Thäo Hµ T¤t",
306,"Hu® Lan Hµ T¤t",
307,"Bách Hþp Hµ T¤t",
308,"Tuyªt Li­u Hµ T¤t",
309,"Thøy Hß½ng Hµ T¤t",
310,"Thiên Tinh Hµ T¤t",
311,"Nguy®t Liên Hµ T¤t",
312,"Thanh Linh Ðai",
313,"Li®t Di­m Ðai",
314,"Lam Ng÷c Ðai",
315,"Hàn Bång Ðai",
316,"Höa Long Ðai",
317,"Th¤t Tinh Ðai",
318,"TÑ Tßþng Ðai",
319,"Chân Vû Ðai",
320,"Tam Thanh Ðai",
321,"Khôi B¯ Ðai",
322,"Gi¾i Lu§t Ðai",
323,"Thiên C± Ðai",
324,"Quäng Møc Ðai",
325,"Lôi Âm Ðai",
326,"Kim Cang Ðai",
327,"Chß Thiên Ðai",
328,"La Hán Ðai",
329,"Ngû Phß½ng Ðai",
330,"Tß¶ng Vi Ðai",
331,"TØ Kinh Ðai",
332,"Anh Thäo Ðai",
333,"Hu® Lan Ðai",
334,"Bách Hþp Ðai",
335,"Tuyªt Li­u Ðai",
336,"Thøy Hß½ng Ðai",
337,"Thiên Tinh Ðai",
338,"Nguy®t Liên Ðai",
339,"Ma Cô Bào TØ ",
340,"Xà Huyªt",
341,"Xà Nhân Nguyên Khí ",
342,"Chìa khóa Phong „n Môn",
343,"Chìa khóa Phong „n Môn",
344,"Ng÷c Løc Bäo ThÕch","Viên ðá quý màu xanh løc l¤p lánh, dùng ð¬ giám ð¸nh Ng÷c Løc Pháp Bäo, kích thích ti«n nång nµi tÕi cüa nó"
345,"Dây chuy«n kÏ quái ","Là dây duy«n có phép thu§t, biªn ÐÕi Trß Di®n Miêu thành Trung Trß Di®n Miêu"
346,"Thß tín cüa Xà Yêu ","Là lá thß Vân Linh S½n Xà Yêu ép buµc Linh Chi Tiên r¶i khöi núi Vân Linh"
347,"Tân Thü Gia Huyªt Dßþc Thüy","Chï s¯ sinh m®nh l§p tÑc tång 120 ði¬m "
348,"Tân Thü Gia Pháp Dßþc Thüy ","Chï s¯ pháp lñc l§p tÑc tång 120 ði¬m "
349,"Th¯ Vî ","Ðuôi thö linh hoÕt"
350,"Ti¬u Ma Cô Bào TØ ","Nhæng bào tØ n¤m hoang"
351,"ÐÕo Phù ","M¤y tråm nåm trß¾c ta t×ng b¸ ðÕo phù cüa Kiªm Tiên Nga My phong ¤n, nhßng không lâu trß¾c ðây Vân Linh S½n QuÖ Phong Yêu ÐÕo ðã dùng yêu thu§t giäi thoát ta khöi phong ¤n và ðem ta ðªn hoang mÕc H¡c Tâm tác quái"
352,"ÐÕi Bào TØ Ma Cô ","Nhæng bào tØ n¤m hoang"
353,"Bång Ðai ThØ Nghi®m","SØ døng: m²i giây h°i phøc 50 ði¬m khí huyªt, duy trì trong 8 giây"
354,"M§t Hoa",
356,"Ti¬u Hùng Miêu","LoÕi: Thu¥n Thú. SØ døng: tri®u h°i thu¥n thú Ti¬u Hùng Miêu, có th¬ nâng cao gi¾i hÕn th¬ lñc chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i có th¬ nâng cao nång lñc chü nhân"
357,"Trà Ô Long (c¤p 2) ","SØ døng: m²i giây h°i phøc 16 ði¬m khí huyªt , duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
358,"Ti¬u Hoàn Ðan (c¤p 2) ","SØ døng: m²i giây h°i phøc 24 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
359,"Trà Ô Long (c¤p 3) ","SØ døng: m²i giây khôi phøc 24 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
360,"Ti¬u Hoàn Ðan (c¤p 3) ","SØ døng: m²i giây khôi phøc 36 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
361,"Trà ô Long (c¤p 4)","SØ døng: m²i giây khôi phøc 32 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
362,"Ti¬u Hoàn Ðan (c¤p 4) ","SØ døng: m²i giây khôi phøc 48 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
363,"Trà ô Long (c¤p 4) ","SØ døng: m²i giây khôi phøc 42 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
364,"Ti¬u Hoàn Ðan (c¤p 5)","SØ døng: m²i giây khôi phøc 60 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
365,"Trà Ô Long (c¤p 6) ","SØ døng: m²i giây khôi phøc 52 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
366,"Ti¬u Hoàn Ðan (c¤p 6) ","SØ døng: m²i giây khôi phøc 78 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
367,"Trà Ô Long (c¤p 7) ","SØ døng: m²i giây khôi phøc 64 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
368,"Ti¬u Hoàn Ðan (c¤p 7) ","SØ døng: m²i giây khôi phøc 96 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
369,"Trà Ô Long (c¤p 8) ","SØ døng: m²i giây khôi phøc 76 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
370,"Ti¬u Hoàn Ðan (c¤p 8) ","SØ døng: m²i giây khôi phøc 114 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
371,"Trà Ô Long (c¤p 9) ","SØ døng: m²i giây khôi phøc 90 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
372,"Ti¬u Hoàn Ðan (c¤p 9) ","SØ døng: m²i giây khôi phøc 136 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
373,"Trà Ô Long (c¤p 10) ","SØ døng: m²i giây khôi phøc 106 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
374,"Ti¬u Hoàn Ðan (c¤p 10) ","SØ døng: m²i giây khôi phøc 160 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
375,"Trà Ô Long (c¤p 11) ","SØ døng: m²i giây khôi phøc 122 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
376,"Ti¬u Hoàn Ðan (c¤p 11) ","SØ døng: m²i giây khôi phøc 184 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
377,"Ma Cô Ðµc D¸ch",
378,"Chìa khóa nhà lao",
379,"Höa chüng",
380,"Trà Ô Long Tân Thü ","SØ døng: m²i giây khôi phøc 5 ði¬m khí huyªt, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
381,"Tân Thü Ti¬u Hoàn Ðan ","SØ døng: m²i giây khôi phøc 8 ði¬m pháp lñc, duy trì trong 15 giây, m¤t tác døng sau khi b¸ t¤n công và di chuy¬n"
382,"Thiên Thanh Bäo ThÕch","Viên ðá quý màu xanh lam, dùng ð¬ giám ð¸nh Thiên Thanh Pháp Bäo, kích thích ti«m nång nµi tÕi cüa nó "
383,"Hoàng Kim Bäo ThÕch","Viên ðá quý màu vàng quý giá, dùng ð¬ giám ð¸nh Hoàng Kim Pháp Bäo, kích thích ti«m nång nµi tÕi cüa nó "
384,"(Không sØ døng)",
385,"(Không sØ døng)",
386,"(Không sØ døng)",
387,"(Không sØ døng)",
388,"(Không sØ døng)",
389,"(Không sØ døng)",
390,"Tân Dã Quä ",
391,"Tín V§t cüa Bát Cô ",
392,"Th¯c ThÑu Träo",
393,"Túi ti«n cüa ông chü ",
394,"Dßþc ði¬n",
395,"H¡c Hùng Bì Mao",
396,"Cao S½n Lang Nhøc",
397,"Cao Lß½ng TØu",
398,"Thiªt Khoáng ThÕch",
399,"Tuyªt ¿ng Nhãn",
400,"Báo Tuyªt Ðäm",
401,"Ti¬u Hoành Bäo ThÕch","Giúp khäm nÕm ðÆng c¤p pháp bäo chính ho£c KÜ Thú lên +1~+3"
402,"Trung Hoành Bäo ThÕch","Giúp khäm nÕm ðÆng c¤p pháp bäo chính ho£c KÜ Thú lên +4~+6"
403,"ÐÕi Hoành Bäo ThÕch ","Giúp khäm nÕm ðÆng c¤p pháp bäo chính ho£c KÜ Thú lên +7 tr· lên"
404,"Ti¬u Quang Bäo ThÕch","Giúp tinh luy®n ðÆng c¤p cüa Trang B¸ +1~+3"
405,"Trung Quang Bäo ThÕch","Giúp tinh luy®n ðÆng c¤p cüa Trang B¸ +4~+6"
406,"ÐÕi Quang Bäo ThÕch","Giúp tinh luy®n ðÆng c¤p cüa Trang B¸ +7 tr· lên"
407,"Thë Bài Lßu Kh¤u",
408,"Thë Bài Mã T£c",
409,"SÑ Giä M§t Tín",
410,"Vô My M§t Hàm",
411,"Cô Thäo",
412,"Vû mao cüa dûng sî",
413,"Tông Mao",
414,"Lang Vî ",
415,"Dã La Bì Mao",
416,"C¤m Chª Phù Ký ",
417,"Vû H§u Xuân Du¦n",
418,"Dã Th¯ Bì Mao",
419,"Xuyên S½n Giáp Th¬ D¸ch",
420,"Thú Linh",
421,"Thiªt Linh Ki®n",
422,"Ðào Hoa Lµ ",
423,"Thú Hoàn",
424,"Nhi­m Tà Ðào Thø Chi",
425,"Mänh vÞ Thiªt Ð° ",
426,"Ô Phong Thäo",
427,"Väy cüa Quái v§t",
428,"Thú Linh ",
500,"Mänh Tinh Th¬ Xanh","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
501,"Viên Tinh Th¬ Xanh","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
502,"Mänh Thüy Tinh Xanh","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
503,"Viên Thüy Tinh Xanh Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
504,"Viên Thüy Tinh Xanh L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
505,"Mänh Mã Não Xanh","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
506,"Viên Mã Não Xanh Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
507,"Viên Mã Não Xanh L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
508,"Viên Kh±ng ThÕch Xanh Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
509,"Viên Kh±ng ThÕch Xanh L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
510,"Mänh Tinh Th¬ Lam","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
511,"Viên Tinh Th¬ Lam","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
512,"Mänh Thüy Tinh Lam","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
513,"Viên Thüy Tinh Lam Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
514,"Viên Thüy Tinh Lam L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
515,"Mänh Mã Não Lam","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
516,"Viên Mã Não Lam Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
517,"Viên Mã Não Lam L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
518,"Viên Kh±ng ThÕch Lam Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
519,"Viên Kh±ng ThÕch Lam L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
520,"Mänh Tinh Th¬ Vàng","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
521,"Viên Tinh Th¬ Vàng","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
522,"Mänh Thüy Tinh Vàng","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
523,"Viên Thüy Tinh Vàng Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
524,"Viên Thüy Tinh Vàng L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
525,"Mänh Mã Não Vàng","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
526,"Viên Mã Não Vàng Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
527,"Viên Mã Não Vàng L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
528,"Viên Kh±ng ThÕch Vàng Nhö ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
529,"Viên Kh±ng ThÕch Vàng L¾n ","Có th¬ dùng ð¬ luy®n Ma ThÕch, nâng cao thuµc tính bµ ph§n cüa v§t ph¦m "
530,"Ti¬u Dß½ng Thông","LoÕi: Thu¥n Thú. SØ døng: Tri®u h°i thu¥n thú Ti¬u Dß½ng Thông, có th¬ tång ði¬m th¬ lñc cho chü nhân: 20 + c¤p ðµ Thu¥n Thú x (10 + lßþng huyªt khí c½ bän cüa chü nhân x 1.3%), khi · trÕng thái không chiªn ð¤u có th¬ tång t¯c ðµ h°i huyªt cüa chü nhân, sau 11 c¤p s¨ có ði¬m thuµc tính, sau khi tri®u h°i s¨ tång nång lñc cüa chü nhân."
