STRID,LAN,Remark
173,"Sinh hoÕt",
174,"Tu hành",
175,"Ðang dùng",
176,"KÛ nång",
177,"Ti«m nång",
178,"Tuy®t kÛ ",
179,"Ngµ ý ",
180,"Ði¬m ti«m nång",
181,99,
182,"Khóa/m· khóa ðÕo cø ",
183,"ÐÕo cø höng vînh vi­n",
184,"ÐÕo cø ",
185,"Nvø ",
186,"Trang b¸",
187,2009-1-2,
188,999999,
189,99,
190,99,
191,Thoát,
192,"H® th¯ng",
193,"Tài khoän",
194,"M§t kh¦u",
195,"Xác nh§n",
196,"TÕo tài khoän",
197,"Ghi nh¾ tài khoän?",
198,"Ðång nh§p",
199,"Quay v« ",
200,"Xóa nhân v§t",
201,"Thông tin nhân v§t",
202,"Ch÷n máy chü ",
203,"TÕo nhân v§t",
204,"Máy chü ",
205,"Xác nh§n",
206,"Hüy bö ",
207,"Quay v« ",
208,"Ð°ng ý ",
209,"Môn phái",
210,"Ki¬u tóc",
211,"Khuôn m£t",
212,"Danh tánh",
213,"M§t kh¦u ",
214,"Ngçu nhiên",
215,Nam,
216,"Næ ",
217,"B±n danh",
218,99,
219,99,
220,99,
221,1,
222,"Nhân v§t 2",
223,99,
224,1,
225,99,
226,1,
227,99,
228,1,
229,"Ði«u chïnh ð¸a ð° ",
230,"Ð¸a ð° khu vñc",
231,"V¸ trí t÷a lÕc",
232,"Phóng to",
233,"Thu nhö ",
234,"Khôi phøc m£c ð¸nh",
235,"Tñ ðµng",
236,"Xí ng¥u",
237,"Phân ðµi",
238,"Ng÷c Løc Pháp Bäo",
239,"Thiên Thanh Pháp Bäo",
240,"Hoàng Kim Pháp Bäo",
241,"B±n danh",
242,99,
243,"Hình thÑc luy®n c¤p",
244,"PK bình thß¶ng",
245,"PK tñ do",
246,Lên,
247,Xu¯ng,
248,"Phóng to",
249,"Thu nhö ",
250,"Kênh t¥n",
251,"Hi¬n th¸ dòng cu¯i",
252,"Tam gi¾i",
253,"Giao d¸ch",
254,"Môn phái",
255,"Tán gçu riêng",
256,"Loan báo",
257,"Công hµi",
258,"Ðµi ngû",
259,"Phát ngôn",
260,Kênh,
261,"Bi¬u lµ cäm xúc",
262,"Tam gi¾i",
263,"Giao d¸ch",
264,"Môn phái",
265,"Tán gçu riêng",
266,"Thông báo",
267,"Công hµi",
268,"Ðµi ngû",
269,"Phát ngôn",
270,"Di chuy¬n",
271,Lên,
272,Xu¯ng,
273,1,
274,"Thuµc tính",
275,"KÛ nång",
276,"Trang b¸",
277,"Nhi®m vø",
278,"Cµng ð°ng",
279,"H® th¯ng",
280,djaskfdja,
281,"Tùy ch÷n",
282,"Ði«u chïnh âm thanh",
283,"Ði«u chïnh giao di®n",
284,"Ði«u chïnh phím b¤m",
285,"Tr· v« màn hình ðång kí ",
286,"R¶i tam gi¾i",
287,"Tr· v« tam gi¾i",
288,"Trþ giúp",
289,"H® th¯ng",
290,"Ði«u chïnh cài ð£t",
291,"M®nh l®nh",
292,"Ði«u chïnh phím 1 ",
293,"Ði«u chïnh phím 2 ",
294,"Tr· v« cài ð£t m£c ð¸nh",
295,"Xóa ði«u chïnh",
296,"Xác nh§n",
297,"Hüy bö ",
298,"Phím b¤m",
299,"C½ Bän",
300,"Nâng Cao",
301,"T¥m nhìn",
302,"Hi¬n th¸",
303,"Trþ giúp",
304,"Danh tánh",
305,"C¤p ðµ ",
306,"Huyªt khí ",
307,"Bang phái",
308,"Tên NPC",
309,"Tên mình",
310,"Bi¬u tßþng bang",
311,"ChÑc vø bang",
312,"Ðàm thoÕi",
313,"Tên chü nhân thú nuôi",
314,"Huyªt khí NPC",
315,"Nh¡c nh· ",
316,"Ti®n ích",
317,"Khóa phím t¡t",
318,"Luôn hth¸ phím t¡t",
319,"Phím t¡t phäi 1",
320,"Phím t¡t trái dß¾i",
321,"Phím t¡t phäi dß¾i",
322,"Phím t¡t phäi 2",
323,"Tán gçu",
324,"Tin ðµng",
325,"Kích hoÕt tin ðµng",
326,"DÕng ðµng",
327,"Thông báo khi sinh m®nh và pháp lñc quá th¤p",
328,"Hi®u Ñng ",
329,"M¤t hi®u Ñng ",
330,"Chiªn ð¤u",
331,"Tránh né",
332,"Sát thß½ng mi­n giäm",
333,"Tên ð°ng ðÕo tr¸ li®u",
334,"Ði¬m t¤n công",
335,"Sát thß½ng møc tiêu",
336,"Sát thß½ng lâu dài",
337,"Sát thß½ng thú nuôi",
338,"Khung tán gçu xuyên su¯t",
339,"Ðoàn ðµi và ti¬u ðµi",
340,"M£c ð¸nh",
341,"Xác nh§n",
342,"Hüy bö ",
343,"Giao di®n",
344,"Âm hi®u Ñng",
345,"Âm lßþng nhÕc",
346,"Hi®u Ñng 3D",
347,"M£c ð¸nh",
348,"Xác nh§n",
349,"Hüy bö ",
350,"Ði«u chïnh âm t¥n",
351,"Ðµ phân giäi",
352,"Hình änh",
353,"Bóng änh",
354,"Làm m«m hình änh",
355,"Toàn màn hình",
356,"Khóa góc nhìn",
357,"S¯ ngß¶i",
358,"Ðµ tß½i",
359,"Ðµ s¡c nét",
360,"M£c ð¸nh",
361,"Xác nh§n",
362,"Hüy bö ",
363,"Nhi®m vø ",
364,"Chiªn thú t¤n công",
365,"Chiªn thú quay v« ",
366,"Phòng thü",
367,"B¸ ðµng",
368,"Tri®u h°i thú nuôi",
369,"Thu giæ thú nuôi",
370,Trß¾c,
371,Sau,
372,"V§t ph¦m hi®n hæu",
373,Ð±,
374,"Bö ",
375,Ð±,
376,"Bö ",
377,Ð±,
378,"Bö ",
379,Ð±,
380,"Bö ",
381,Ð±,
382,"Bö ",
383,Ð±,
384,"Bö ",
385,Ð±,
386,"Bö ",
387,Ð±,
388,"Bö ",
389,Ð±,
390,"Bö ",
391,Ð±,
392,"Bö ",
393,"B¡t ð¥u",
394,Ngßng,
395,"Linh lñc",
396,10/35,
397,"Pháp bäo",
398,10/35,
399,"Tinh luy®n",
400,"Nhi®m vø ",
401,"Bö nhi®m vø ",
402,"Theo dõi",
403,"Bäng ðÕo hæu",
404,"Thêm bÕn",
405,"GØi tin nh¡n",
406,"GØi thß ",
407,"Hüy kªt bÕn",
408,"M¶i tÕo nhóm",
409,"Ði«u chïnh",
410,"Ch£n ai ðó",
411,"Hüy ngån ch£n",
412,"Tùy ch÷n",
413,"ÐÕo hæu",
414,"Ngån ch£n",
415,Mua,
416,2009-1-2,
417,999999,
418,99,
419,99,
420,999999,
421,99,
422,99,
423,Mua,
424,"Hüy bö ",
425,"T±ng ti«n",
426,"Còn dß ",
427,Bán,
428,2009-1-2,
429,999999,
430,99,
431,99,
432,999999,
433,99,
434,99,
435,Bán,
436,"Hüy bö ",
437,"ÐÕt ðßþc",
438,"T±ng cµng",
439,"KÏ Trân Các",
440,S¯Lßþng:,
441,Mua,
442,S¯Lßþng:,
443,Mua,
444,S¯Lßþng:,
445,Mua,
446,S¯Lßþng:,
447,Mua,
448,S¯Lßþng:,
449,Mua,
450,S¯Lßþng:,
451,Mua,
452,S¯Lßþng:,
453,Mua,
454,S¯Lßþng:,
455,Mua,
456,S¯Lßþng:,
457,Mua,
458,S¯Lßþng:,
459,Mua,
460,"Giao d¸ch",
461,999999,
462,99,
463,99,
464,"Giao d¸ch",
465,Khóa,
466,"Xác nh§n",
467,"Hüy bö ",
468,Kho,
469,999999,
470,99,
471,99,
472,"Ngân lßþng",
473,GØi,
474,Rút,
475,"Dung hþp",
476,"Hüy bö ",
477,"Dung hþp",
478,HD,
479,"Dñ ðoán dung hþp",
480,"Thú nuôi mang theo",
481,"Tên thú nuôi",
482,"37 c¤p",
483,100/200,
484,100/200,
485,"Thú nuôi ðßþc c¤t giæ",
486,"Tên thú nuôi ha ha ha ha",
487,"37 c¤p",
488,100/200,
489,100/200,
490,"Tên thú nuôi ha ha ha ha",
491,"37 c¤p",
492,100/200,
493,100/200,
494,"Tên thú nuôi ha ha ha ha",
495,"37 c¤p",
496,100/200,
497,100/200,
498,Rút/GØi,
499,Ðóng,
500,Thä,
501,"Thú nuôi",
502,"Ð¯i thoÕi",
503,Ðóng,
504,"Giám ð¸nh",
505,"Hüy bö ",
506,"Giám ð¸nh",
507,HDçn,
508,"Tên ðÕo cø ",
509,"C¤p ðµ ",
510,"Hiªm có",
511,"Lña ch÷n môn phái",
512,Dùng,
513,"Truy tìm",
514,LoÕi,
515,"Ð¤u giá  ",
516,"Hi®n tÕi",
517,"Ð¤u giá ",
518,"Giá bán ngay",
519,Ðóng,
520,Trß¾c,
521,Sau,
522,"V§t ph¦m",
523,"Th¶i hÕn",
524,"C¤p ðµ ",
525,Chü,
526,"Giá bán",
527,"Mua s¡m",
528,"Ð¤u giá ",
529,"Giá bán ngay",
530,Ðóng,
531,"Hi®n tÕi",
532,Trß¾c,
533,Sau,
534,"V§t ph¦m",
535,"C¤p ðµ",
536,"Th¶i hÕn",
537,"Giá bán ngay",
538,"Ngß¶i ra giá ",
539,"Giá hi®n tÕi",
540,"Giá hi®n tÕi",
541,"Ð¤u giá ",
542,"V§t ph¦m",
543,"Giá kh·i ði¬m",
544,"Th¶i hÕn",
545,"2 tiªng",
546,"8 tiªng",
547,"24 tiªng",
548,"Giá bán ngay",
549,"Phí bäo quän",
550,"B¡t ð¥u rao bán",
551,"T±ng ti«n",
552,"Hüy rao bán",
553,Ðóng,
554,Trß¾c,
555,Sau,
556,"V§t ph¦m",
557,"Th¶i hÕn",
558,"Giá ð¤u",
559,"Giá hi®n tÕi",
560,"Rao bán",
561,Tìm,
562,"Ð¤u giá ",
563,"Rao bán",
564,Trß¾c,
565,Sau,
566,"V§t ph¦m",
567,"ÐÕt ðßþc",
568,"Tên v§t ph¦m",
569,"Quá trình có ðßþc",
570,"Th¶i hÕn sØ døng",
571,"Chª tÕo v§t ph¦m",
572,TÕo,
573,"Túi pháp thu§t",
574,NgLi®u,
575,"Toàn bµ",
576,"Chª tÕo",
577,"Hüy bö ",
578,12345,
579,"Bßu ki®n",
580,Ðªn,
581,Ði,
582,"Còn lÕi",
583,Trß¾c,
584,Sau,
585,GØi,
586,T¯n10,
587,"Chü ð«",
588,GØi,
589,"Hüy bö ",
590,"Phø ki®n",
591,"Tên bßu ki®n",
592,"Ngß¶i gØi",
593,"Chü ð« ",
594,"Xóa ",
595,Ðóng,
596,"Phø ki®n nh§n ðßþc",
597,"Trþ giúp",
598,"TÕo l§p",
599,"Hüy bö ",
600,"Khäm nÕm",
601,Hdçn,
602,"Tiêu t¯n",
603,"Xác nh§n",
604,"Hüy bö",
605,"Tin bang hµi",
606,Thêm,
607,"Ki¬m soát bang hµi",
608,"Thành viên v¡ng m£t",
609,"Khu vñc",
610,C¤p,
611,"Hi®n trÕng ",
612,"Danh hi®u",
613,"Di tr×",
614,"M¶i nhóm",
615,"Môn phái",
616,"C¤p ðµ ",
617,"Thông báo bang",
618,"Công b¯ tin tÑc",
619,"Xóa tin tÑc",
620,"Danh xßng bang hµi:",
621,"HDçn thành l§p bang hµi:",
622,"Thành l§p bang hµi",
623,"Hüy bö thành l§p",
624,"Bang hµi",
625,"Tên thú nuôi",
626,"Pháp lñc",
627,"Tâm linh",
628,"KÛ nång b¸ ðµng",
629,"KÛ nång chü ðµng",
630,"KÛ nång",
631,Tên:,
632,C¤p:,
633,"Vui vë:",
634,Exp,
635,Bö,
636,"S¯ sê-ri:",
637,"M§t mã:",
638,"GØi bán ði¬m thë",
639,"KÏ Trân Các",
640,MCash:,
641,"Thiªt l§p",
642,"S¯ sê-ri:",
643,"Mã PIN:",
645,"Phích Tà Thôn",
646,"Thi Gia HÕng",
647,"V÷ng Giang L¥u",
648,"Quäng Trß¶ng Trung Tâm",
649,Thành,
650,"Ðô ",
651," ",
652,"H¡c Phong TrÕi ",
653,"Ða Ty Hùng TrÕch",
654,"Phía Tây Thành Ðô",
655,"Ngôi nhà tranh",
656,"Ngøy Gia Thôn",
657,"T× ",
658,Vân,
659,"Tñ ",
660,"Ngßng Bích Nhai",
661,"Nga My S½n",
662,"Thanh Thành S½n",
663,"Thiên Hóa Thôn",
664,"Ð¥m H° Linh",
665,"H¡c Tâm Thäo Nguyên",
666,"Hoang MÕc phía Nam",
667,Thiên,
668,Hóa,
669,Thôn,
670,"Bình Nguyên C± Quª ",
671,"Su¯i Bích Tuy«n",
672,"H°ng Hoa Ðµng Phü ",
673,"Höa Di®m Ðµng",
674,"Quª ",
675,Hoa,
676,S½n,
677,"Nha Lâm TrÕi",
678,"Lâm Trung Tª Ðàn",
679,"Thú Huy®t",
680,"Ð°i Dã La",
681,"Lâm Trung Bình Nguyên",
682,"Kinh Cúc Lînh",
683,"H± ",
684,Träo,
685,S½n,
686,"Ma Cung Sinh Môn",
687,"Bång Tinh ThÕch Lâm",
688,"Bång Chùy Lînh",
689,"Ôn Tuy«n C¯c",
690,"Ma Cung TØ Môn",
691,"Cát H¥u Ðài",
692,"ÐoÕn Tý Nhai",
693,Thanh,
694,Loa,
695,S½n,
696,"Bách Hoa S½n",
697,"Mã T£c Oa",
698,"Oán Linh Phª Tích ",
699,"Døc Thành Thôn",
700,"H¡c C¯c",
701,Døc,
702,Thành,
703,Thôn,
704,"Vân Linh Trúc Häi",
705,"Vân Linh S½n Thôn",
706,"Ác QuÖ Quan TrÕi",
707,"Ngô Công S½n",
708,"Doanh TrÕi Ði«u Thß½ng",
709,Vân,
710,Linh,
711,S½n,
712,"Ti¬u Trß¶ng BÕch S½n Quán Mµc Lâm",
713,"Ð¥m QuÖ Änh",
714,"QuÖ Phong S½n C¯c",
715,"Tuyªt S½n Thôn",
716,"Thanh Vi­n Tñ ",
717,Tuyªt,
718,S½n,
721,"Xin hãy ch¶ ",
722,"Hüy bö",
723,"BÕn ðang · lßþt ch¶ thÑ ",
724,"Xác nh§n",
725,"Hüy bö ",
726,"T÷a ðµ (X,Y)",
727,"Hi®n tÕi (X,Y)",
728,"Khu vñc ði®n tín ",
729,"Khu vñc n¯i mÕng",
730,"Tên cØa ti®m",
731,"M· cØa ti®m",
732,"Hüy bö ",
733,"Ti®m tÕp hóa",
734,"Tài khoän",
735,"M§t mã ",
736,"Xác nh§n m§t mã ",
737,"Ðång ký ",
738,"Hüy bö ",
739,"Ðång ký ðång nh§p",
740,"Ch÷n giäi thß·ng",
741,"Ð¸a ð°",
742,"ÐÕi løc",
743,"Khu vñc",
744,"Thu nhö ",
745,"Vân Linh S½n",
746,"H¡c Phong TrÕi ",
747,"H± Träo S½n",
748,"Quª Hoa S½n",
749,"Vân Linh S½n",
750,"Tuyªt S½n",
751,"Thành Ðô ",
752,"Døc Thành Thôn",
753,"Thanh Loa S½n",
754,"Thiên Hóa Thôn",
755,"Ð¬ sáng l§p bang hµi, c¤p ðµ nhân v§t phäi trên 30, ð°ng th¶i phäi trä phí là 50 lßþng vàng. Chú ý: M²i nhân v§t chï có th¬ sáng l§p 1 bang hµi.",
756,"Bi¬u tßþng",
757,"Bang hµi",
758,"Thành chü ",
759,"Th¶i gian",
760,"Công thành",
761,"Thü thành",
762,"Ðång ký ",
763,"Hüy bö ðång ký ",
764,"Vui vë:",
765,"Công thành l®nh",
766,Thanh,
767,Thành,
768,S½n,
769,"Chân núi Thanh Thành S½n",
770,"Thiên Sß Ðµng",
771,"Quäng Trß¶ng Thanh Thành S½n",
772,"Thiên Hóa Thôn",
773,Nga,
774,My,
775,S½n,
776,"Kim Ðïnh Nga My",
777,"H§u S½n Nga My",
778,"ThÕch Du¦n Câu",
779,"Quäng Trß¶ng Nga My",
780,"T¦y Tßþng Trì ",
781,Ngßng,
782,Bích,
783,Nhai,
784,"H§u S½n Ngßng Bích Nhai",
785,"Quäng Trß¶ng Ngßng Bích Nhai",
786,"Ngßng Bích Nhai Bí Ðµng",
787,"Chân núi Ngßng Bích Nhai",
788,H¡c,
789,C¯c,
790,"Lâm Âm ÐÕo",
791,"Quäng Trß¶ng H¡c C¯c",
792,"Khu Ði¬u Thú ",
793,"Khu cß trú ",
794,"H§u S½n Ðµng Huy®t",
795,"Døc Thành Thôn",
796,Bách,
797,Hoa,
798,S½n,
799,"Chân núi",
800,"Quäng Trß¶ng",
801,"Ð°i Phong Di®p",
802,"H§u S½n Bách Hoa",
803,"Tri«u Âm Ðµng",
804,"Quang Minh Tuy«n",
805,"Thuê mß¾n hành lý ",
806,Mãng,
807,Thß½ng,
808,S½n,
809,"Tri®u Th¥n Ði®n",
810,"Mã Hùng S½n Ðµng",
811,"Sào Huy®t S½n Tiêu",
812,"Mµc BÕt Ðµng Huy®t",
813,"QuÖ H¯ng Lâm",
814,"Thành Ðô ",
815,"Huyªt Th¥n S½n",
816,Huyªt,
817,Th¥n,
818,S½n,
819,"Tàn Huyªt Thôn",
820,"Huyªt Th¥n LÕp Trß¶ng",
821,"Nµi th¤t Huyªt Th¥n phü ",
822,"Huyªt Th¥n Phü ",
823,"Thành Ðô ",
824,"Ð¾i Gia Trß¶ng",
825,"GØi bán",
826,"Tùy chïnh",
827,"Ta nên hoàn thành nhi®m vø nào?",
828,"Ta phäi ði ðâu ð¬ tiêu di®t yêu quái?",
829,"Hi®n tÕi có khu c¤m ð¸a nào thích hþp?",
830,"Tr· V« ",
831,Ðóng,
832,Ít,
833,N,
834,"BÕn có thß tín m¾i",
835,"Bí quyªt luy®n công",
836,"T¥m nhìn ð¸a ð°",
837,V×a,
838,Cao,
839,"Xin thÑ l²i, nªu có thông báo l²i khi bÕn ch÷n møc này, bÕn hãy t¡t ði.",
840,"TÖ l® thành công:",
841,"Chia nhö",
842,"S¯ lßþng",
843,"Xác nh§n",
844,"Hüy bö ",
845,"SØ døng 3 ðß¶ng HUD",
846,"Trang b¸ ",
847,C¤p,
848,"Nguyên th¥n",
849,"Bang hµi",
850,"Qua trang",
851,"Cá nhân",
852,"Xªp hÕng",
853,"Toàn cøc",
854,"Xªp hÕng",
855,"Linh Thú",
856,Ði¬m:,
857,SMÕnh,
858,NNh©n,
859,"Trí tu® ",
860,"Th¬ lñc",
861,"Sß ð°",
862,"Sß môn",
863,"B±n môn",
864,"Sß phø ",
865,"Ði¬m sß ðÕo:",
866,"Dân s¯ b±n môn:",
867,"Thành viên v¡ng m£t",
868,"M¶i nh§p sß",
869,"Cho phép",
870,"Trøc xu¤t",
871,"Ð® tØ sß môn:",
872,"Thành tích:",
873,"Xin nh§p sß",
874,"Báo thành tích",
875,"R¶i sß môn",
876,"C¥u sß bäng",
877,"Nh§p bäng",
878,"Hüy bö",
879,"Tin tÑc sß ð° ",
880,HÕng,
881,Tên,
882,"Tìm kiªm",
883,"Mãng Thß½ng S½n",
884,"Huyªt Th¥n S½n",
885,"C§p nh§t tin",
886,"Mã Hùng Thôn",
887,"Sß ðÕo hi®n tÕi",
888,"Sß ðÕo ðã tiêu hao",
889,"Danh v÷ng ðÕt ðßþc",
890,"Hoán ð±i tích lûy sß ðÕo",
891,"Thành Ðô ",
892,"H¡c Phong TrÕi ",
893,"Thiên Hóa Thôn",
894,"Quª Hoa S½n",
895,"H± Träo S½n",
896,"Thanh Loa S½n",
897,"Tuyªt S½n",
898,"Døc Thành Thôn",
899,"Vân Linh S½n",
900,"Ngßng Bích Nhai",
901,"Nga My S½n",
902,"Thanh Thành S½n",
903,"H¡c C¯c",
904,"Bách Hoa S½n",
905,"Mãng Thß½ng S½n",
906,"Huyªt Th¥n S½n",
907,"Hi¬n th¸ Sß ð°",
908,"Hi¬n th¸ T± nhóm",
909,"Hi¬n th¸ Bang hµi",
910,"Hi¬n th¸ Giao d¸ch",
911,"Hi¬n th¸ Thách ð¤u",
912,"Thu nhö ",
913,"Th¶i gian trä l¶i còn lÕi:",
914,"Hãy ðßa ra ðáp án ðúng:",
915,"Hãy xác nh§n ðáp án:",
916,"Xác nh§n",
917,"Hüy bö ",
918,"Xác nh§n",
919,"Hüy bö ",
920,"Bö bi¬u tßþng",
921,"Câu höi",
922,"Khóa h°n",
923,"Giai ngçu:",
924,"Chª tÕo",
925,Không,
926,"Quán kinh doanh",
927,"Hüy bö bày bán",
928,"Ð£t tên ti®m",
929,"Hãy thiªt l§p t±ng giá thß½ng ph¦m s¡p bán",
930,"Luy®n c¤p",
931,"Thi®n ác",
932,"T± nhóm",
933,"Bang hµi",
934,Chung,
935,"Kë b¸ truy nã ID",
936,"Danh sách kë thù",
937,"Ti«n thß·ng",
938,"Ch÷n ",
939,"Ngân lßþng äo",
940,MCash,
941,"Nh§p s¯ ti«n cø th¬",
942,"Công khai hi¬n th¸ danh tánh cüa bÕn ",
943,"Xác nh§n",
944,"Hüy bö ",
945,"Ban Phát Thiên Khi¬n L®nh",
946,"Ð°ng ý",
947,R²ng,
948,"Hoan HÖ Ði®n C¤m Ð¸a",
949,"Xà Huy®t C¤m Ð¸a",
950,"Ð¢ng Tu Ðµng C¤m Ð¸a",
951,"Ma Cung C¤m Ð¸a",
952,"Yêu Nhân Ðµng Phü C¤m Ð¸a",
953,"Ph§t Môn Bí Ðµng C¤m Ð¸a",
954,"Bách Hoa Tri«u Âm Ðµng C¤m Ð¸a",
955,"Ti«n vàng",
956,"Kinh nghi®m",
957,"Nguyên mµc",
958,"Xác nh§n",
959,Ðóng,
960,"Tài nguyên hi®n tÕi",
961,"Tài nguyên quyên góp",
962,"Ði¬m tích lûy cüa bang hµi",
963,"Ghi chép chi tiªt giao d¸ch",
964,Xóa,
965,Ðóng,
966,"Chi tiªt",
967,"Th¯ng kê",
968,"L¶i nh¡n",
969,"TÕo phòng tán gçu",
970,"Bäng kë thù ",
971,"Kë thù ",
972,"Thêm kë thù ",
973,"Xóa kë thù",
974,"Mãng Thß½ng S½n",
975,"NhÕc Phü ",
976,"Kinh Cúc Lâm",
977,"Lång Phü ",
978,"Trß¶ng Sa Tr¤n",
979,"Tr¥n Gia Trang",
980,"Ð¾i Gia Trß¶ng",
981,"BÕch Phü",
982,"Mê Tung Lâm",
983,"Chþ Thanh Thüy Bá   ",
984,"Læ Thôn",
985,"Læ  Thôn Cñu TrÕi",
986,"H¥m ngøc La Ty Loan",
987,"Ngß Th¥n Ðµng",
988,"Tìm kiªm bän thân",
989,Chung/s,
990,Nhóm/t,
991,"Giao d¸ch/d",
992,"Bang hµi/g",
993,"Tñ ð¸nh nghîa1",
994,"Tñ ð¸nh nghîa2",
995,"Di chuy¬n khung tán gçu ",
996,"Ð¾i Gia Trß¶ng",
997,"Buôn bán",
998,"Xác nh§n",
999,"Hüy bö ",
1000,"Ð¤u trß¶ng s½ c¤p",
1001,"Quän lý ð¤u trß¶ng",
1002,"Ð¤u trß¶ng cao c¤p",
1003,"Nhóm ðµi",
1004,"Chiêu mµ thviên",
1005,"Tìm nhóm",
1006,"Møc ðích",
1007,"Thông tin",
1008,"Hi®n th¶i truy tìm ðªn",
1009,"Ngß¶i ch½i",
1010,"Truy tìm",
1011,"GØi tin tÑc",
1012,"M¶i tÕo nhóm",
1013,"Ta mu¯n gia nh§p 1 nhóm ðang ði",
1014,"Ta mu¯n tìm 1 nhóm ð¬ cùng ði ",
1015,Tìm,
1016,Hüy,
1017,Ðóng,
1018,"Sß phø",
1019,"Ð° ð®",
1020,"Loan báo",
1021,Thân:,
1022,"20 / 100",
1023,"Tång 50% sát thß½ng",
1024,"Tång 75% sát thß½ng",
1025,"Tång 100% sát thß½ng",
1026,"Tìm nhóm",
1027,"Hi®n tÕi:",
1028,"C¤p sau:",
1029,"Ch÷n kênh",
1030,"H°ng Hoa Ðµng c¤m ð¸a",
1031,"Xác nh§n",
1032,"Hüy bö ",
1033,"Giám ð¸nh ði¬m tích lûy",
1034,"Ð£t trang b¸ vào khung trên",
1035,"Không tham gia xªp hÕng",
1036,"Không hi¬n th¸ tên trong bäng",
1037,"Pháp bäo",
1038,"Trang b¸ ",
1039,"Chiªn Thú",
1040,"Tin thành chiªn",
1041,"Tùy ch÷n",
1042,"Gi¾i tính",
1043,"H² trþ ",
1044,"Bang hµi",
1045,"Tin bang hµi",
1046,Thêm,
1047,Xóa,
1048,"Quän lý",
1049,"Danh hi®u",
1050,"Phân ðß¶ng",
1051,"Ð±i bang chü ",
1052,"Giäi tán",
1053,"Tên Phân Ðß¶ng",
1054,"Phân ðß¶ng(Dß¾i 6 ký tñ)",
1055,SØa,
1056,"Ch÷n phân ðß¶ng",
1057,"Ð¸a ð° ",
1058,"Nhi®m vø khä thi",
1059,"Tin h® th¯ng",
1060,"Tên hµi:",
1061,"C¤p bang hµi:",
1062,"Thành viên v¡ng m£t",
1063,"Thi ð¤u nhóm",
1064,HÕng,
1065,"Tình trÕng",
1066,"Tên nhóm",
1067,"HÕng PVP",
1068,"C¤p ðµ PVP",
1069,"HÕng PVE",
1070,"C¤p ðµ PVE",
1071,M¶i,
1072,"Trøc xu¤t",
1073,"SÇn sàng",
1074,"Thi ð¤u",
1075,"Ðµi phó",
1076,"R¶i khöi",
1077,"L§p nhóm",
1078,"Luy®n t§p",
1079,"HÕng PVP",
1080,"HÕng PVE",
1081,"Cänh gi¾i",
1082,"C¤p ðµ ",
1083,L¸chLuy®n,
1084,Th¥nLñc,
1085,"KN Bª quan",
1086,"LL Bª quan",
1087,"Thu ",
1088,"5000 / 100000",
1089,"2000 / 100000",
1090,"3000 / 100000",
1091,"4000 / 100000",
1092,"KÛ nång",
1093,"Dñ ðoán",
1094,"B¡t ð¥u",
1095,"R¶i khöi",
1096,"Thß½ng kh¯ bang hµi",
1097,"Quá trình",
1098,"Bª quan",
1099,"Ð¾i Gia Trß¶ng",
1100,"Ch÷n ki¬u thi ð¤u",
1101,"Quyªt ð¸nh",
1102,"R¶i khöi",
1103,"Tu luy®n trß¶ng",
1104,"Bang hµi",
1105,"Nh¤p chuµt phäi ð¬ tñ ðµng di chuy¬n ðªn n½i",
