5107,幽冥花,,200,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5107,,,,,,,,,,,,,,,,,,,,,,
5108,玄晶石,,200,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5108,,,,,,,,,,,,,,,,,,,,,,
5109,幽冥回梦香,,200,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_im011,,,,,,,,,,,,,,,,,,,,,,
5110,诡异石头,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_npc197,,,,,,,,,,,,,,,,,,,,,,
5111,邪光球之珠一,,200,,5,,,,,,,,,,,,,,0,0,0,1,,1,,2,0,1,1,0,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,0,1,NpcId=5638,,,,,1500,,,,,,,,,,,1.5*60*1000,1000,,,,,,,0,,,,,,1000,DmgMin(110000);DmgMax(150000),,ic_it5527,,,,,,,,,,,,,,,,,,,,,,
5112,邪光球之珠二,,200,,5,,,,,,,,,,,,,,0,0,0,1,,1,,2,0,1,1,0,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,use_begin,use_loop,use_end,,2,0,1,NpcId=5639,,,,,1500,,,,,,,,,,,3*60*1000,1000,,,,,,,0,,,,,,1000,DmgMin(110000);DmgMax(150000),,ic_it5527,,,,,,,,,,,,,,,,,,,,,,
5113,灵犀玉镯,,200,,5,,,,,,,,,,,,,,0,0,0,1,,0,,2,1,1,1,1,,1,,,3,,,"PosCheck(-1640,125,100)=1",,,,,,,,,,,,,,-1640;125;1,,,,,,,,,,use_begin,use_loop,use_end,,2,2,,,,,,,5000,,,,,,,,,,,,,,,,,,,,"CreateNpc(5653,1,-1647,125,0)",,,,,,,-1,ic_iring01,,,,,,,,,,,,,,,,,,,,,,
5114,巨蜥毒腺,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3408,,,,,,,,,,,,,,,,,,,,,,
5115,青竹笋,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_dw_it001,,,,,,,,,,,,,,,,,,,,,,
5116,紫雪宝丹,,200,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it012,,,,,,,,,,,,,,,,,,,,,,
5117,三才剑,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,1,0,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5117,,,,,,,,,,,,,,,,,,,,,,
5118,玄冥念珠,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,1,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5118,,,,,,,,,,,,,,,,,,,,,,
5119,灵骨,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it002,,,,,,,,,,,,,,,,,,,,,,
5120,七彩骨伞,,200,,5,,,,,,,,,,,,,,0,0,0,1,,1,,2,0,1,99,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it027,,,,,,,,,,,,,,,,,,,,,,
5121,不用,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it031,,,,,,,,,,,,,,,,,,,,,,
5122,灵魂印记,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it519,,,,,,,,,,,,,,,,,,,,,,
5123,人参,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5123,,,,,,,,,,,,,,,,,,,,,,
5124,不用,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it031,,,,,,,,,,,,,,,,,,,,,,
5125,玉石项坠,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3019,,,,,,,,,,,,,,,,,,,,,,
5126,承乾遗骨,,200,,5,,,,,,,,,,,,,,0,0,0,1,,0,,2,1,1,1,1,,1,,,3,,,"PosCheck(-1348,24,100)=1",,,,,,,,,,,,,,-1348;24;1,,,,,,,,,,use_begin,use_loop,use_end,,2,2,,,,,,,5000,,,,,,,,,,,,,,,,,,,,"CreateNpc(5669,1,-1349,21,0)",,,,,,,-1,ic_it5123,,,,,,,,,,,,,,,,,,,,,,
5127,户籍名册,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3432,,,,,,,,,,,,,,,,,,,,,,
5128,亮银网,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,1,1,99,0,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5128,,,,,,,,,,,,,,,,,,,,,,
5129,虚灵株,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3429,,,,,,,,,,,,,,,,,,,,,,
5130,苍龙居士的回信,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,0,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it047,,,,,,,,,,,,,,,,,,,,,,
5131,李元化的回信,,,,5,,,,,,,,,,,,,,0,0,0,1,,1,,,0,1,99,0,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it047,,,,,,,,,,,,,,,,,,,,,,
5132,幽冥回梦香(技能),,200,,5,,,,,,,,,,,,,,0,0,0,1,,0,,2,1,1,20,1,,1,,,3,,,"PosCheck(-1519,170,500)=1",,,,,,,,,,,,,,-1519;170;1,,,,,,,,,,use_begin,use_loop,use_end,,1,0,0,,,3,200,200,,,,,,,,,,,,180000,1000,,1000,1000,,,,1,,,,"AddEffect(428,SelfID)",,,,,ic_im011,,,,,,,,,,,,,,,,,,,,,,
5133,破碎的寒铁珠,,,,5,,,,,,,,,,,,,,1,1,1,1,,1,,,1,1,99,0,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3420,,,,,,,,,,,,,,,,,,,,,,
5134,神秘的白骨,,,,5,,,,,,,,,,,,,,1,1,1,1,,1,,,1,1,99,0,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5132,,,,,,,,,,,,,,,,,,,,,,
5135,坚硬的獠牙,,,,5,,,,,,,,,,,,,,1,1,1,1,,1,,,1,1,99,0,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5113,,,,,,,,,,,,,,,,,,,,,,
5136,猪鬃,,,,5,,,,,,,,,,,,,,1,1,1,1,,1,,,1,1,99,0,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it052,,,,,,,,,,,,,,,,,,,,,,
5137,绿色舍利,,,,5,,,,,,1,,,,,,,,1,0,0,1,,1,,,0,0,1,0,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it629,,,,,,,,,,,,,,,,,,,,,,
5138,红色舍利,,,,5,,,,,,1,,,,,,,,1,0,0,1,,1,,,0,0,1,0,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3433,,,,,,,,,,,,,,,,,,,,,,
5139,玄阴丝,,,,5,,,,,,1,,,,,,,,1,0,0,1,,1,,,0,0,1,0,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it5128,,,,,,,,,,,,,,,,,,,,,,
