13,采集稀有物品,5,,,3,10,,,,,,,,,,,,2,1,8,CanPickRareItem=1,,,,40,,3000,,,,,,,,,,,1000,1000,,1000,2000,,,,,,,,,,,,,,,,cpsw01,use_begin,,,,use_loop,,,,,,,,,,,,,,,,,,,,,,,,,use_end,,,,,-1,,,,1,1,
14,炼丹,5,,,4,7,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skill_medic,use_begin,,,,use_loop,,,,,,,,,,,,,,,,,,,,,,,,,use_end,,,,,-1,,,,1,1,
15,制符,5,,,4,7,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skill_alch,use_begin,,,,use_loop,,,,,,,,,,,,,,,,,,,,,,,,,use_end,,,,,-1,,,,1,1,
16,傀儡术,5,,,4,10,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,use_loop,,,,,,,,,,,,,,,,,,,,,,,,,use_end,,,,,-1,,,,1,1,
17,练器,5,,,4,10,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,use_loop,,,,,,,,,,,,,,,,,,,,,,,,,use_end,,,,,-1,,,,1,1,
18,分解,5,,,5,7,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_skill_break,,,,,use_loop,,,,,,,,,,,,,,,,,,,,,,,,,use_end,,,,,-1,,,,1,1,
20,怪物徒手攻击,5,,,1,,,,,,,,,,,,,1,0,1,,,,,60,,0,,,,,,,,,,,1000,1000,,0,2000,,,,,,,,,,,,,0,DmgMin(ActorDPS);DmgMax(ActorDPS),,ic_action_attack,,,,,,,,,,,attack,,,,,,,,,,,,,,,,,,,,,,,,0,eff_hit_normal,,,1,,
21,收回宠物,4,,,1,,,,,,,,,,,,,2,1,0,,,,,100,,5000,,,,,,,,,,,3000,1000,,1000,2000,,,,,,,,,,RecallPet,,,,,,cpsw01,,,,,practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,
22,放出宠物,4,,,1,,,,,,,,,,,,,2,1,0,,,,,100,,5000,,,,,,,,,,,3000,1000,,1000,2000,,,,,,,,,,ReleasePet,,,,,,cpsw01,,,,,practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,
23,封印,5,,,1,,,,,,,,,,,,,3,1,9,CanSealWarFlag=1,,,,40,,,,,"AddEffect(2281);CenterMsg(""defender"",""$L:msg_attack_tower$"")",,120*1000,1,,,,,1000,1000,,1000,2000,,1,,,,,,,,,,,,,,ic_skill_herb,,,,,use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
24,制作魔石,5,,,4,7,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_it3423,use_begin,,,,use_loop,,,,,,,,,,,,,,,,,,,,,,,,,use_end,,,,,-1,,,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,峨嵋飞轮攻击,0,,,1,,,,,,,,,,,,,2,0,1,,,,,300,,1000,,,,,,,,,,,1000,1000,,1000,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,,,,,,,,,,,attack,,,,,,,,eff_e_attack,,,1,,,,,,,,,,,,,2,eff_hit_normal,,,1,,
53,峨嵋飞剑攻击,0,,,1,,,,,,,,,,,,,2,0,1,,,,,300,,1000,,,,,,,,,,,1000,1000,,1000,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,,,,,,,,,,,attack,,,,,,,,eff_e_attack,,,1,,,,,,,,,,,,,2,eff_hit_normal,,,1,,
54,佛门禅杖攻击,1,,,1,,,,,,,,,,,,,1,0,1,,,,,40,,0,,,,,,,,,,,1000,0,,0,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,,,,,,,,,,,attack,,,,,,,,,,,,,,,,,,,,,,,,0,eff_hit_normal,,,1,,
55,佛门棍子攻击,1,,,1,,,,,,,,,,,,,1,0,1,,,,,40,,0,,,,,,,,,,,1000,0,,0,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,,,,,,,,,,,attack,,,,,,,,,,,,,,,,,,,,,,,,0,eff_hit_normal,,,1,,
56,百花飞轮攻击,3,,,1,,,,,,,,,,,,,2,0,1,,,,,300,,1000,,,,,,,,,,,1000,1000,,1000,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,,,,,,,,,,,attack,,,,,,,,eff_b_attack,,,1,,,,,,,,,,,,,2,eff_hit_normal,,,1,,
57,百花宝珠攻击,3,,,1,,,,,,,,,,,,,2,0,1,,,,,300,,1000,,,,,,,,,,,1000,1000,,1000,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,,,,,,,,,,,attack,,,,,,,,eff_b_attack,,,1,,,,,,,,,,,,,2,eff_hit_normal,,,1,,
58,青城链刀攻击,2,,,1,,,,,,,,,,,,,1,0,1,,,,,80,,0,,,,,,,,,,,1000,0,,0,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,,,,,,,,,,,attack_bla,eff_q_attack_bla,,,,,,,,,,1,,,,,,,,,,,,,0,eff_hit_normal,,,1,,
59,青城匕首攻击,2,,,1,,,,,,,,,,,,,1,0,1,,,,,40,,0,,,,,,,,,,,1000,0,,0,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,,,,,,,,,,,attack_dag,eff_q_attack_dag,,,,,,,,,,1,,,,,,,,,,,,,0,eff_hit_normal,,,1,,
60,仙禽弓攻击,4,,,1,,,,,,,,,,,,,1,0,1,,,,,300,,0,,,,,,,,,,,1500,0,,0,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,attack_bow_prest,reff_attack_bow_prest,,,attack_bow_pre,eff_attack_bow_pre,,,,,attack_bow,,,,arrow,1,320;0.75;0.5;0;0;0,,,,,,,,,,,,,,,,,,1,eff_hit_normal,,,1,,
61,仙禽弩攻击,4,,,1,,,,,,,,,,,,,1,0,1,,,,,300,,0,,,,,,,,,,,1500,0,,0,1000,,,,,,,,,,,,,0,DmgMin(ActorDPS*0.5);DmgMax(ActorDPS*0.6),,ic_action_attack,attack_gun_prest,,,,attack_gun_pre,,,,,,attack_gun,,,,arrow,1,320;0.75;0.5;0;0;0,,,,,,,,,,,,,,,,,,1,eff_hit_normal,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,测试-定身,5,,,2,,,1,,,,,,,,,,1,0,1,,3,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,AddEffect(10000),,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
102,测试-无敌,5,,,2,,,1,,,,,,,,,,1,0,1,,6,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,AddEffect(10003),,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
103,测试-隐身,5,,,2,,,1,,,,,,,,,,1,1,1,,5,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,AddEffect(10002),,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
104,测试-下雪,5,,,2,,,1,,,,,,,,,,3,2,2,,,,10,300,75,3000,,,,,10000,4,,,,,2000,1500,,1000,1000,,,,,,,,,,,,,,,,cpsw01,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill13,,,,,,,eff_e_skill13_hit,eff_e_skill13_path,eff_e_skill13a;eff_e_skill13b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_hit_ice,,,0,,
105,测试-加血,5,,,2,,,1,,,,,,,,,,1,1,1,,1,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,AddHp(100),,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
106,测试-解除定身,5,,,2,,,1,,,,,,,,,,1,1,1,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,RemoveSpecialEffects(3),,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
107,测试-复活自己,5,,,2,,,1,,,,,,,,,,1,1,3,,7,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,Revive,,,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
108,测试-复活别人,5,,,2,,,1,,,,,,,,,,1,1,3,,7,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,Revive,,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
109,测试-瞬移,5,,,2,,,1,,,,,,,,,,1,1,2,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,,
110,测试-瞬移攻击,5,,,2,,,1,,,,,,,,,,1,1,1,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,7,eff_e_skill16_hit,,ground,0,,
111,测试-萨满棍子,5,,,2,,,1,,,,,,,,,,1,1,2,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,"AddNpc(2,10005)",,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
112,测试-npc协助,5,,,2,,,1,,,,,,,,,,1,2,2,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,AddNpc(2),,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
113,测试-npc自爆,5,,,2,,,1,,,,,,,,,,1,1,2,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,AddNpc(2),,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
114,测试-开宝箱,5,,,3,,,,,,,,,,,,,1,2,4,,,,,40,,3000,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
115,测试-群体减速,5,,,2,,,,,,,,,,,,,1,2,2,,,,,200,75,3000,,,,,,,,,,,3000,,,1000,1000,,,,,,,,,,,"AddNpc(2,10006)",,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
116,测试-丢石头,5,,,2,,,,,,,,,,,,,1,2,2,,,,,200,,3000,,,,,,,,,,,3000,,,1000,1000,,,,,,,,,,,"AddNpc(2,10004)",,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
117,测试-吸收周围仇恨,5,,,2,,,1,,,,,,,,,,1,0,2,,,,,200,75,3000,,,,,,,,,,,3000,1500,,1000,1000,,,,,,,,,,,"AddHate(SelfID,100)",,,,,cpsw01,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill13,,,,,,,eff_e_skill13_hit,eff_e_skill13_path,eff_e_skill13a;eff_e_skill13b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_hit_ice,,,0,,
118,测试-减少仇恨,5,,,2,,,1,,,,,,,,,,1,0,1,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,"AddHate(SelfID,-100)",,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
119,测试-Eff参数,5,,,2,,,1,,,,,,,,,,1,0,1,,3,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,"AddEffect(9999,-10,456)",,,,,cpsw01,,,,,,,,,,,skill15,eff_e_skill16,root,,,,,,,,,,,,,,,,,,,,,,5,eff_e_skill16_hit,,ground,0,,
120,测试-召唤仆从,5,,,2,,,1,,,,,,,,,,1,1,2,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,AddUnderlingNpc(2),,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
121,测试-转化为仆从,5,,,2,,,1,,,,,,,,,,1,0,1,,,,,200,,3000,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,ChangeUnderling,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
130,测试-增强聚火引,5,1,,2,5,15,ActorDPS*1.5/2/SkillLevel(130),,1,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DmgMin(ActorDPS*3*SkillLevel);DmgMax(ActorDPS*3*SkillLevel),,ic_eskill05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
131,测试-增强气血,5,1,,2,5,30,,,1,,,,,AddMaxHp(200*SkillLevel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ic_eskill05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
132,测试-冲锋,5,,,2,,,,,,,,,,,,,1,,1,,3,,,200,,,,,,,,,,,,,2000,1500,,1000,1000,,,,,,,,,,,"AddEffect(401,2)",,,DmgMin(ActorDPS*1);DmgMax(ActorDPS*1.2),,ic_eskill05,,,,,,,,,,,skill01,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,测试-神之强健术,5,1,,2,,,,,,,,,,"AddMaxHp(900000);AddHp(900000);AddMaxMp(900000);AddMp(900000);AddDeltaDmg(0, -1000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1001,测试-神之猛虎术,5,1,,2,,,,,,,,,,AddDps(1000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1002,测试-神之强健术(20万),5,1,,2,,,,,,,,,,"AddMaxHp(200000);AddHp(200000);AddMaxMp(900000);AddMp(900000);AddDeltaDmg(0, -1000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1003,测试-神之强健术(100万),5,1,,2,,,,,,,,,,"AddMaxHp(1000000);AddHp(1000000);AddMaxMp(900000);AddMp(900000);AddDeltaDmg(0, -1000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1004,测试-神之强健术(500万),5,1,,2,,,,,,,,,,"AddMaxHp(5000000);AddHp(5000000);AddMaxMp(900000);AddMp(900000);AddDeltaDmg(0, -1000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1005,测试-神之猛虎术(1万),5,1,,2,,,,,,,,,,AddDps(10000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1006,测试-神之猛虎术(5万),5,1,,2,,,,,,,,,,AddDps(50000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1007,测试-神之猛虎术(20万),5,1,,2,,,,,,,,,,AddDps(200000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1008,测试-神之猛虎术(50万,5,1,,2,,,,,,,,,,AddDps(500000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cpsw01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,聚火引,0,,,2,,0,"PartyDPS(MWLev(201),0)*1.5/3",,,,,,,,WeaponType=1,,2,0,1,,,,,300,,1500,,,,,,,,,,,0,1000,,0,1000,,,,,,,1,,,,,,1500,DmgMin(ActorDPS*1.5);DmgMax(ActorDPS*1.5),,ic_eskill01,skill01_ps,,,eff_e_skill01ps_path,skill03_pre,eff_e_skill01_pre,root,,,eff_e_skill01p_path,skill03,,,,,,,,eff_e_skill01_path,,,0,,,,,,,,,,,,,2,eff_hit_fire,,,1,,
202,离火破,0,,,2,,0,"PartyDPS(MWLev(202),0)*2.5/3",,,,,,,,WeaponType=1,,2,0,1,,,,,300,,2500,,,,,,,,,,,0,1000,,0,1000,,,,,,,1,,,,,,2500,DmgMin(ActorDPS*2.5);DmgMax(ActorDPS*2.5),,ic_eskill02,,,,,skill01_pre,eff_e_skill01_pre,root,,,eff_e_skill01_pre_path,skill02,,,,,,,,eff_e_skill02_path,eff_e_skill02;eff_e_skill02,Blink1a;Blink1b,1,,,,,,,,,,,,,2,eff_e_skill02_hit,,root,1,,
203,玄火锥,0,,,2,,15,"PartyDPS(MWLev(203),0)*1.2/3",,,,,,,,WeaponType=1,,2,0,1,,,,,300,,1000,,,,,,,,,,,20000,1000,,0,1000,,,,,,,1,,,,"AddEffect(201,3)",,1000,DmgMin(ActorDPS*1.2);DmgMax(ActorDPS*1.2),,ic_skill_eskill03,,,,,skill03_pre,eff_e_skill01_pre,root,,,eff_e_skill03_pre_path,skill03,,,,,,,,eff_e_skill03,,,0,,,,,,,,,,,,,2,eff_hit_fire,,,1,,
204,火龙舞,0,,,2,,7,"PartyDPS(MWLev(204),0)*3/3",,,,,,,,WeaponType=1,,1,0,1,,,,,300,,0,,,,,,,,,,,15000,1000,,0,1000,,,,,,,1,,,,"AddEffect(202,PartyDPS(SelfMWLev(204),0)*3)",,0,DmgMin(ActorDPS);DmgMax(ActorDPS),,ic_skill_eskill04,,,,,,,,,,,skill15,,,,,,,,,,,0,,,,,,,,,,,,,5,eff_e_skill04_hit,,root,1,,
205,赤焰斩,0,,,2,,25,"PartyDPS(MWLev(205),0)*10/3",,,,,,,,WeaponType=1,,1,0,0,,,,5,300,150,0,,,,,,,,,,,5000,1000,,0,1000,,,,,,,1,,,,,,0,DmgMin(ActorDPS*2);DmgMax(ActorDPS*2),,ic_eskill05,,,,,,,,,,,skill15,eff_e_skill05,,,,,,,,,,0,,,,,,,,,,,,,5,eff_hit_fire,,,1,,
211,清泉引,0,,,2,,5,"PartyDPS(MWLev(211),0)*1.5/3*0.85",,,,,,,,WeaponType=2,,2,0,1,,,,,300,,1500,,,,,,,,,,,0,1000,,0,1000,,,,,,,2,,,,,,1500,DmgMin(ActorDPS*1.5);DmgMax(ActorDPS*1.5),,ic_skill_eskill10,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill11,,,,,,,,eff_e_skill11_path,eff_e_skill10a;eff_e_skill10b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_hit_water,,,1,,
212,玄冰斩,0,,,2,,5,"PartyDPS(MWLev(212),0)*1.1/3*0.85",,,,,,,,WeaponType=2,,1,0,1,,,,,300,,0,,,,,,,,,,,30000,1000,,0,1000,,,,,,,2,,,,"AddEffect(211,5)",,1000,DmgMin(ActorDPS*1.1);DmgMax(ActorDPS*1.1),,ic_eskill11,,,,,skill10_pre,eff_e_skill11_pre,root,,,eff_e_skill11_pre_path,skill11,,,,,,,,eff_e_skill11_path,eff_e_skill11a;eff_e_skill11b,Blink0a;Blink0b,1,,,,,,,,,,,,,2,eff_hit_ice,,,1,,
